series_id,entity_id,observed_at,captured_at,metric,value,unit,source_id,raw_ref,parser_version
fda.additives.notgras,"1,3-DMAA",2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,cas_number,105-41-9,,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
fda.additives.notgras,"1,3-DMAA",2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,listed,1,count,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
fda.additives.notgras,"1,3-DMAA",2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,other_names,"♦ 1,3-dimethylamylamine ♦ 1,3-dimethylpentylamine ♦ 2-amino-4-methylhexane ♦ 4-methyl-2-hexanamine ♦ 4-methyl-2-hexylamine ♦ dimethylamylamine ♦ DMAA ♦ Forthane ♦ Geranamine ♦ methylhexanamine ♦ methylhexanenamine ♦ 2-hexanamine, 4-methyl- ♦ pentylamine, 1,3-dimethyl-",,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
fda.additives.notgras,4-androstenedione,2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,cas_number,63-05-8,,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
fda.additives.notgras,4-androstenedione,2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,listed,1,count,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
fda.additives.notgras,4-androstenedione,2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,other_names,"♦ androstenedione ♦ A4 ♦ androst-4-ene-3,17-dione",,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
fda.additives.notgras,Amanita muscaria,2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,cas_number,—,,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
fda.additives.notgras,Amanita muscaria,2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,listed,1,count,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
fda.additives.notgras,Amanita muscaria,2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,other_names,♦ Fly agaric ♦ A. muscaria extract,,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
fda.additives.notgras,Arimistane,2026-09-06T14:33:25Z,2026-09-06T14:33:25Z,cas_number,1420-49-1,,fda.additives.notgras,raw/fda.additives.notgras/2026/09/20260906T143325Z-0d3cd44c0ef3.html,1
